Rounds;Count
266,412
267,436
268,415
269,410
270,441
271,434
272,442
273,445
274,417
275,430
276,361
277,420
278,450
279,465
280,417
281,413
282,452
283,417
284,435
285,446
286,461
287,400
288,420
289,416
290,423
291,405
292,417
293,420
294,397
295,432
296,399
297,434
298,427
299,436
300,445
301,436
302,410
303,443
304,386
305,436
306,440
307,428
308,416
309,392
310,417
311,475
312,417
313,450
314,407
315,444
316,415
317,429
318,400
319,389
320,413
321,441
322,446
323,430
324,415
325,439
326,419
327,379
328,440
329,445
330,406
331,410
332,403
333,402
334,424
335,425
336,406
337,399
338,419
339,399
340,419
341,427
342,425
343,408
344,419
345,425
346,387
347,421
348,427
349,379
350,404
351,415
352,395
353,416
354,420
355,427
356,412
357,390
358,443
359,425
360,423
361,410
362,425
363,429
364,370
365,414
366,410
367,418
368,407
369,399
370,415
371,399
372,445
373,403
374,390
375,403
376,424
377,387
378,436
379,391
380,414
381,359
382,378
383,414
384,414
385,384
386,426
387,428
388,430
389,407
390,410
391,401
392,390
393,400
394,390
395,432
396,401
397,421
398,372
399,418
400,391
401,383
402,404
403,379
404,410
405,372
406,419
407,428
408,403
409,400
410,407
411,377
412,406
413,419
414,372
415,418
416,353
417,412
418,419
419,390
420,382
421,409
422,429
423,370
424,412
425,356
426,397
427,364
428,379
429,409
430,436
431,415
432,395
433,384
434,409
435,404
436,420
437,407
438,376
439,382
440,408
441,381
442,368
443,381
444,400
445,379
446,416
447,400
448,396
449,394
450,372
451,410
452,397
453,371
454,358
455,412
456,438
457,381
458,374
459,369
460,368
461,360
462,395
463,400
464,378
465,367
466,357
467,392
468,392
469,347
470,421
471,379
472,381
473,375
474,406
475,381
476,424
477,360
478,393
479,388
480,356
481,376
482,388
483,381
484,416
485,375
486,385
487,363
488,359
489,395
490,408
491,371
492,368
493,379
494,375
495,370
496,355
497,377
498,374
499,398
500,388
501,353
502,386
503,368
504,397
505,398
506,406
507,393
508,354
509,400
510,364
511,374
512,384
513,399
514,365
515,363
516,382
517,358
518,388
519,377
520,381
521,391
522,395
523,382
524,361
525,366
526,384
527,395
528,424
529,403
530,377
531,369
532,373
533,354
534,373
535,343
536,377
537,369
538,364
539,393
540,385
541,370
542,380
543,379
544,366
545,392
546,379
547,371
548,370
549,354
550,382
551,389
552,396
553,360
554,360
555,381
556,394
557,331
558,391
559,365
560,360
561,356
562,354
563,332
564,371
565,371
566,386
567,373
568,379
569,356
570,363
571,364
572,339
573,375
574,364
575,357
576,353
577,407
578,388
579,390
580,348
581,388
582,382
583,381
584,366
585,347
586,399
587,327
588,307
589,364
590,363
591,360
592,328
593,389
594,361
595,351
596,382
597,360
598,345
599,374
600,347
601,392
602,370
603,356
604,388
605,353
606,353
607,349
608,386
609,366
610,357
611,362
612,340
613,397
614,339
615,381
616,404
617,340
618,360
619,320
620,334
621,379
622,353
623,358
624,333
625,385
626,353
627,323
628,363
629,340
630,340
631,378
632,328
633,391
634,343
635,368
636,376
637,358
638,350
639,364
640,350
641,349
642,348
643,366
644,347
645,365
646,344
647,350
648,393
649,346
650,360
651,351
652,350
653,336
654,358
655,356
656,360
657,352
658,371
659,374
660,360
661,386
662,354
663,339
664,339
665,339
666,350
667,353
668,362
669,345
670,352
671,361
672,343
673,341
674,362
675,351
676,353
677,348
678,368
679,346
680,352
681,355
682,380
683,380
684,324
685,389
686,361
687,302
688,328
689,332
690,347
691,328
692,356
693,318
694,349
695,365
696,321
697,345
698,364
699,334
700,348
701,339
702,344
703,371
704,353
705,342
706,363
707,345
708,320
709,335
710,330
711,332
712,335
713,340
714,339
715,362
716,343
717,341
718,332
719,338
720,344
721,364
722,336
723,340
724,371
725,301
726,296
727,321
728,336
729,354
730,364
731,362
732,322
733,327
734,343
735,333
736,372
737,339
738,311
739,336
740,334
741,351
742,372
743,333
744,358
745,320
746,374
747,353
748,328
749,367
750,353
751,361
752,346
753,325
754,294
755,310
756,342
757,338
758,328
759,312
760,343
761,296
762,295
763,335
764,360
765,328
766,290
767,328
768,343
769,339
770,369
771,340
772,351
773,311
774,352
775,316
776,310
777,338
778,311
779,316
780,317
781,338
782,326
783,380
784,332
785,380
786,331
787,314
788,349
789,314
790,338
791,345
792,313
793,324
794,319
795,310
796,324
797,344
798,334
799,342
800,311
801,329
802,302
803,316
804,329
805,326
806,325
807,327
808,378
809,337
810,302
811,330
812,304
813,298
814,330
815,304
816,348
817,297
818,340
819,334
820,299
821,335
822,355
823,312
824,334
825,289
826,334
827,329
828,324
829,308
830,309
831,315
832,326
833,347
834,317
835,320
836,315
837,325
838,309
839,328
840,331
841,333
842,283
843,332
844,336
845,287
846,336
847,307
848,294
849,338
850,333
851,305
852,286
853,343
854,326
855,326
856,285
857,337
858,341
859,326
860,341
861,315
862,305
863,302
864,337
865,318
866,322
867,316
868,351
869,286
870,320
871,311
872,315
873,323
874,323
875,319
876,319
877,315
878,318
879,289
880,325
881,319
882,311
883,321
884,313
885,344
886,326
887,317
888,287
889,320
890,337
891,310
892,322
893,303
894,309
895,347
896,318
897,319
898,290
899,293
900,313
901,310
902,294
903,305
904,298
905,353
906,351
907,336
908,331
909,310
910,337
911,306
912,322
913,286
914,293
915,314
916,296
917,273
918,313
919,311
920,335
921,321
922,305
923,310
924,317
925,372
926,288
927,304
928,328
929,285
930,306
931,335
932,313
933,336
934,315
935,326
936,315
937,316
938,328
939,287
940,331
941,288
942,311
943,315
944,298
945,324
946,321
947,322
948,316
949,330
950,307
951,289
952,309
953,307
954,316
955,282
956,317
957,332
958,323
959,286
960,295
961,281
962,317
963,259
964,305
965,295
966,291
967,326
968,253
969,306
970,304
971,298
972,312
973,312
974,270
975,280
976,306
977,309
978,314
979,330
980,295
981,295
982,302
983,310
984,253
985,302
986,302
987,278
988,299
989,267
990,307
991,336
992,277
993,312
994,263
995,335
996,333
997,339
998,286
999,299
1000,282
1001,279
1002,305
1003,264
1004,296
1005,305
1006,324
1007,312
1008,303
1009,300
1010,298
1011,295
1012,326
1013,317
1014,295
1015,269
1016,279
1017,311
1018,305
1019,285
1020,275
1021,291
1022,286
1023,281
1024,284
1025,289
1026,308
1027,292
1028,282
1029,297
1030,300
1031,247
1032,306
1033,320
1034,299
1035,305
1036,335
1037,302
1038,291
1039,289
1040,298
1041,279
1042,284
1043,315
1044,308
1045,276
1046,255
1047,277
1048,291
1049,298
1050,283
1051,297
1052,316
1053,282
1054,309
1055,299
1056,283
1057,284
1058,315
1059,300
1060,284
1061,294
1062,275
1063,311
1064,306
1065,310
1066,289
1067,272
1068,264
1069,316
1070,260
1071,280
1072,281
1073,298
1074,274
1075,290
1076,320
1077,289
1078,289
1079,297
1080,278
1081,277
1082,281
1083,276
1084,328
1085,319
1086,270
1087,290
1088,276
1089,294
1090,299
1091,291
1092,306
1093,310
1094,286
1095,285
1096,282
1097,299
1098,267
1099,283
1100,286
1101,278
1102,291
1103,298
1104,288
1105,265
1106,293
1107,304
1108,296
1109,303
1110,264
1111,290
1112,299
1113,289
1114,284
1115,275
1116,260
1117,278
1118,286
1119,291
1120,261
1121,287
1122,284
1123,273
1124,279
1125,276
1126,257
1127,279
1128,290
1129,300
1130,275
1131,281
1132,317
1133,273
1134,271
1135,279
1136,262
1137,307
1138,274
1139,308
1140,280
1141,311
1142,280
1143,285
1144,270
1145,307
1146,275
1147,279
1148,267
1149,274
1150,288
1151,277
1152,297
1153,271
1154,265
1155,293
1156,274
1157,267
1158,309
1159,283
1160,243
1161,286
1162,264
1163,274
1164,272
1165,279
1166,271
1167,271
1168,282
1169,246
1170,273
1171,261
1172,284
1173,273
1174,246
1175,288
1176,305
1177,269
1178,296
1179,280
1180,277
1181,271
1182,320
1183,285
1184,266
1185,250
1186,254
1187,281
1188,255
1189,268
1190,264
1191,266
1192,267
1193,274
1194,268
1195,285
1196,302
1197,286
1198,270
1199,281
1200,306
1201,282
1202,297
1203,267
1204,285
1205,271
1206,267
1207,269
1208,271
1209,249
1210,261
1211,278
1212,269
1213,273
1214,298
1215,269
1216,270
1217,260
1218,309
1219,247
1220,270
1221,262
1222,268
1223,279
1224,284
1225,263
1226,243
1227,251
1228,277
1229,250
1230,241
1231,266
1232,262
1233,295
1234,302
1235,248
1236,267
1237,260
1238,274
1239,264
1240,228
1241,275
1242,230
1243,260
1244,247
1245,267
1246,269
1247,244
1248,264
1249,277
1250,246
1251,232
1252,258
1253,266
1254,264
1255,272
1256,260
1257,286
1258,263
1259,253
1260,284
1261,265
1262,268
1263,277
1264,271
1265,268
1266,269
1267,287
1268,242
1269,269
1270,262
1271,248
1272,265
1273,288
1274,269
1275,258
1276,292
1277,274
1278,301
1279,269
1280,263
1281,264
1282,259
1283,234
1284,258
1285,262
1286,261
1287,279
1288,263
1289,218
1290,271
1291,265
1292,251
1293,269
1294,260
1295,244
1296,268
1297,277
1298,270
1299,252
1300,253
1301,256
1302,270
1303,246
1304,243
1305,269
1306,278
1307,256
1308,258
1309,260
1310,246
1311,239
1312,256
1313,264
1314,252
1315,279
1316,266
1317,266
1318,257
1319,279
1320,247
1321,241
1322,245
1323,270
1324,256
1325,253
1326,245
1327,271
1328,250
1329,269
1330,275
1331,244
1332,263
1333,239
1334,247
1335,226
1336,247
1337,233
1338,262
1339,265
1340,221
1341,259
1342,280
1343,254
1344,269
1345,254
1346,245
1347,221
1348,268
1349,271
1350,267
1351,266
1352,251
1353,258
1354,264
1355,267
1356,247
1357,278
1358,253
1359,250
1360,248
1361,255
1362,235
1363,269
1364,237
1365,256
1366,228
1367,247
1368,255
1369,247
1370,257
1371,256
1372,243
1373,215
1374,258
1375,235
1376,256
1377,258
1378,241
1379,240
1380,228
1381,257
1382,249
1383,250
1384,247
1385,222
1386,234
1387,245
1388,251
1389,249
1390,253
1391,267
1392,268
1393,263
1394,232
1395,253
1396,241
1397,244
1398,258
1399,273
1400,242
1401,238
1402,279
1403,274
1404,261
1405,253
1406,269
1407,248
1408,241
1409,229
1410,223
1411,255
1412,245
1413,230
1414,225
1415,253
1416,234
1417,218
1418,207
1419,232
1420,235
1421,234
1422,251
1423,222
1424,252
1425,248
1426,241
1427,227
1428,245
1429,267
1430,222
1431,233
1432,242
1433,244
1434,251
1435,280
1436,231
1437,263
1438,246
1439,264
1440,235
1441,242
1442,238
1443,224
1444,251
1445,240
1446,246
1447,241
1448,260
1449,258
1450,251
1451,255
1452,243
1453,245
1454,239
1455,240
1456,231
1457,230
1458,240
1459,222
1460,231
1461,264
1462,239
1463,230
1464,237
1465,256
1466,244
1467,240
1468,231
1469,207
1470,253
1471,234
1472,256
1473,259
1474,239
1475,247
1476,203
1477,211
1478,240
1479,246
1480,231
1481,235
1482,232
1483,219
1484,235
1485,225
1486,215
1487,238
1488,247
1489,245
1490,263
1491,237
1492,250
1493,232
1494,225
1495,225
1496,221
1497,246
1498,230
1499,243
1500,240
1501,244
1502,236
1503,242
1504,228
1505,240
1506,246
1507,219
1508,248
1509,197
1510,249
1511,207
1512,225
1513,232
1514,223
1515,229
1516,256
1517,251
1518,230
1519,248
1520,218
1521,224
1522,232
1523,220
1524,257
1525,231
1526,230
1527,226
1528,241
1529,229
1530,231
1531,209
1532,229
1533,257
1534,225
1535,228
1536,223
1537,248
1538,242
1539,204
1540,220
1541,232
1542,232
1543,228
1544,230
1545,243
1546,221
1547,245
1548,234
1549,219
1550,242
1551,232
1552,222
1553,216
1554,235
1555,222
1556,241
1557,254
1558,217
1559,210
1560,228
1561,224
1562,203
1563,225
1564,205
1565,234
1566,230
1567,268
1568,242
1569,242
1570,241
1571,246
1572,250
1573,227
1574,246
1575,202
1576,223
1577,225
1578,215
1579,251
1580,216
1581,217
1582,235
1583,230
1584,219
1585,204
1586,217
1587,220
1588,233
1589,220
1590,230
1591,229
1592,224
1593,234
1594,204
1595,220
1596,217
1597,232
1598,223
1599,213
1600,230
1601,220
1602,226
1603,245
1604,218
1605,218
1606,217
1607,218
1608,217
1609,253
1610,221
1611,203
1612,217
1613,211
1614,223
1615,217
1616,255
1617,180
1618,240
1619,213
1620,223
1621,213
1622,225
1623,196
1624,219
1625,236
1626,216
1627,227
1628,221
1629,208
1630,208
1631,232
1632,230
1633,234
1634,205
1635,218
1636,196
1637,222
1638,220
1639,219
1640,221
1641,210
1642,215
1643,206
1644,208
1645,230
1646,215
1647,210
1648,199
1649,217
1650,210
1651,242
1652,237
1653,215
1654,222
1655,233
1656,210
1657,199
1658,221
1659,213
1660,216
1661,212
1662,201
1663,226
1664,208
1665,222
1666,200
1667,230
1668,218
1669,214
1670,207
1671,207
1672,191
1673,231
1674,212
1675,210
1676,199
1677,192
1678,232
1679,219
1680,213
1681,201
1682,188
1683,221
1684,207
1685,233
1686,230
1687,210
1688,210
1689,216
1690,199
1691,225
1692,217
1693,230
1694,219
1695,210
1696,214
1697,219
1698,231
1699,196
1700,192
1701,199
1702,217
1703,209
1704,225
1705,205
1706,197
1707,234
1708,217
1709,207
1710,218
1711,210
1712,232
1713,223
1714,229
1715,200
1716,209
1717,209
1718,207
1719,207
1720,194
1721,225
1722,237
1723,197
1724,186
1725,197
1726,236
1727,202
1728,201
1729,213
1730,202
1731,201
1732,246
1733,179
1734,203
1735,204
1736,200
1737,226
1738,218
1739,235
1740,221
1741,184
1742,197
1743,190
1744,188
1745,206
1746,226
1747,215
1748,204
1749,194
1750,184
1751,230
1752,205
1753,214
1754,237
1755,211
1756,229
1757,208
1758,176
1759,197
1760,192
1761,202
1762,196
1763,216
1764,200
1765,218
1766,203
1767,201
1768,228
1769,221
1770,225
1771,196
1772,228
1773,182
1774,220
1775,206
1776,224
1777,204
1778,230
1779,198
1780,183
1781,215
1782,210
1783,182
1784,213
1785,196
1786,199
1787,215
1788,200
1789,203
1790,222
1791,220
1792,191
1793,200
1794,201
1795,214
1796,210
1797,205
1798,216
1799,211
1800,193
1801,192
1802,194
1803,215
1804,200
1805,196
1806,192
1807,194
1808,213
1809,203
1810,206
1811,205
1812,200
1813,184
1814,204
1815,180
1816,190
1817,211
1818,218
1819,218
1820,215
1821,211
1822,214
1823,205
1824,197
1825,195
1826,205
1827,193
1828,232
1829,196
1830,202
1831,208
1832,191
1833,203
1834,188
1835,192
1836,186
1837,197
1838,231
1839,220
1840,209
1841,212
1842,195
1843,208
1844,194
1845,193
1846,187
1847,199
1848,210
1849,206
1850,207
1851,189
1852,197
1853,210
1854,212
1855,194
1856,183
1857,180
1858,209
1859,178
1860,197
1861,203
1862,197
1863,204
1864,194
1865,191
1866,203
1867,175
1868,196
1869,218
1870,224
1871,210
1872,181
1873,174
1874,209
1875,212
1876,170
1877,187
1878,187
1879,202
1880,191
1881,212
1882,220
1883,199
1884,203
1885,189
1886,182
1887,208
1888,196
1889,174
1890,172
1891,210
1892,201
1893,223
1894,188
1895,192
1896,188
1897,174
1898,207
1899,193
1900,213
1901,188
1902,191
1903,196
1904,218
1905,215
1906,186
1907,211
1908,222
1909,195
1910,196
1911,192
1912,195
1913,177
1914,215
1915,202
1916,193
1917,192
1918,187
1919,208
1920,191
1921,201
1922,190
1923,189
1924,211
1925,162
1926,187
1927,191
1928,212
1929,187
1930,183
1931,187
1932,212
1933,181
1934,155
1935,192
1936,157
1937,182
1938,202
1939,175
1940,177
1941,178
1942,210
1943,191
1944,190
1945,194
1946,190
1947,167
1948,191
1949,183
1950,168
1951,177
1952,190
1953,172
1954,213
1955,186
1956,198
1957,175
1958,156
1959,211
1960,188
1961,191
1962,196
1963,172
1964,191
1965,197
1966,179
1967,198
1968,195
1969,216
1970,196
1971,198
1972,185
1973,186
1974,181
1975,190
1976,176
1977,183
1978,207
1979,179
1980,209
1981,190
1982,191
1983,191
1984,159
1985,208
1986,184
1987,198
1988,172
1989,197
1990,187
1991,174
1992,172
1993,186
1994,164
1995,191
1996,157
1997,180
1998,178
1999,168
2000,178
2001,184
2002,168
2003,182
2004,183
2005,171
2006,187
2007,170
2008,202
2009,184
2010,175
2011,204
2012,167
2013,184
2014,186
2015,167
2016,213
2017,179
2018,167
2019,173
2020,172
2021,187
2022,183
2023,174
2024,162
2025,175
2026,199
2027,149
2028,202
2029,175
2030,195
2031,177
2032,186
2033,187
2034,183
2035,172
2036,192
2037,198
2038,185
2039,194
2040,190
2041,180
2042,173
2043,193
2044,172
2045,152
2046,176
2047,182
2048,189
2049,185
2050,169
2051,173
2052,157
2053,193
2054,218
2055,184
2056,150
2057,176
2058,191
2059,182
2060,191
2061,164
2062,164
2063,185
2064,177
2065,173
2066,169
2067,186
2068,190
2069,178
2070,192
2071,200
2072,185
2073,161
2074,162
2075,157
2076,161
2077,166
2078,172
2079,177
2080,190
2081,168
2082,175
2083,177
2084,161
2085,176
2086,179
2087,173
2088,188
2089,185
2090,162
2091,191
2092,198
2093,196
2094,168
2095,177
2096,188
2097,180
2098,171
2099,174
2100,176
2101,180
2102,177
2103,167
2104,206
2105,188
2106,197
2107,184
2108,158
2109,174
2110,179
2111,170
2112,153
2113,184
2114,173
2115,187
2116,190
2117,192
2118,175
2119,190
2120,182
2121,186
2122,183
2123,151
2124,178
2125,152
2126,196
2127,171
2128,196
2129,157
2130,190
2131,178
2132,170
2133,163
2134,189
2135,188
2136,184
2137,176
2138,188
2139,168
2140,187
2141,155
2142,178
2143,161
2144,182
2145,171
2146,159
2147,173
2148,157
2149,171
2150,178
2151,150
2152,181
2153,161
2154,172
2155,188
2156,175
2157,185
2158,157
2159,166
2160,168
2161,164
2162,176
2163,175
2164,206
2165,177
2166,164
2167,185
2168,167
2169,180
2170,174
2171,171
2172,182
2173,186
2174,166
2175,160
2176,170
2177,155
2178,188
2179,158
2180,166
2181,182
2182,176
2183,175
2184,182
2185,154
2186,185
2187,182
2188,192
2189,182
2190,181
2191,179
2192,166
2193,181
2194,166
2195,159
2196,159
2197,156
2198,179
2199,161
2200,151
2201,157
2202,157
2203,167
2204,173
2205,198
2206,170
2207,169
2208,184
2209,162
2210,164
2211,143
2212,175
2213,150
2214,175
2215,178
2216,153
2217,171
2218,167
2219,170
2220,142
2221,148
2222,166
2223,151
2224,177
2225,157
2226,151
2227,182
2228,165
2229,174
2230,161
2231,157
2232,165
2233,174
2234,154
2235,165
2236,146
2237,161
2238,169
2239,160
2240,157
2241,183
2242,166
2243,155
2244,150
2245,144
2246,187
2247,184
2248,165
2249,181
2250,153
2251,153
2252,169
2253,162
2254,156
2255,159
2256,152
2257,156
2258,156
2259,153
2260,141
2261,151
2262,165
2263,151
2264,165
2265,167
2266,180
2267,163
2268,161
2269,166
2270,166
2271,159
2272,160
2273,169
2274,161
2275,157
2276,166
2277,148
2278,151
2279,153
2280,171
2281,173
2282,211
2283,169
2284,162
2285,182
2286,175
2287,154
2288,157
2289,161
2290,132
2291,162
2292,159
2293,160
2294,150
2295,139
2296,171
2297,166
2298,180
2299,177
2300,148
2301,181
2302,165
2303,155
2304,188
2305,170
2306,176
2307,159
2308,171
2309,165
2310,156
2311,166
2312,155
2313,154
2314,136
2315,140
2316,147
2317,155
2318,163
2319,160
2320,158
2321,165
2322,155
2323,148
2324,168
2325,169
2326,139
2327,160
2328,148
2329,162
2330,149
2331,140
2332,174
2333,142
2334,168
2335,170
2336,165
2337,168
2338,166
2339,153
2340,159
2341,144
2342,156
2343,144
2344,166
2345,151
2346,161
2347,142
2348,156
2349,162
2350,143
2351,162
2352,147
2353,163
2354,132
2355,153
2356,158
2357,156
2358,166
2359,161
2360,155
2361,160
2362,157
2363,149
2364,160
2365,156
2366,177
2367,168
2368,141
2369,149
2370,168
2371,155
2372,155
2373,124
2374,176
2375,142
2376,159
2377,146
2378,147
2379,150
2380,130
2381,153
2382,174
2383,151
2384,163
2385,163
2386,164
2387,156
2388,144
2389,141
2390,148
2391,138
2392,156
2393,147
2394,167
2395,145
2396,141
2397,150
2398,134
2399,161
2400,164
2401,149
2402,171
2403,161
2404,139
2405,151
2406,146
2407,136
2408,155
2409,151
2410,148
2411,155
2412,177
2413,161
2414,171
2415,142
2416,165
2417,139
2418,139
2419,146
2420,156
2421,160
2422,143
2423,142
2424,137
2425,139
2426,142
2427,146
2428,159
2429,157
2430,175
2431,138
2432,166
2433,162
2434,140
2435,150
2436,126
2437,127
2438,151
2439,134
2440,168
2441,176
2442,115
2443,169
2444,145
2445,154
2446,159
2447,138
2448,142
2449,156
2450,142
2451,144
2452,155
2453,164
2454,133
2455,145
2456,167
2457,141
2458,136
2459,165
2460,126
2461,163
2462,143
2463,135
2464,138
2465,135
2466,150
2467,144
2468,140
2469,132
2470,131
2471,138
2472,153
2473,155
2474,142
2475,142
2476,144
2477,127
2478,148
2479,153
2480,130
2481,132
2482,153
2483,148
2484,128
2485,145
2486,163
2487,148
2488,139
2489,143
2490,145
2491,144
2492,149
2493,141
2494,146
2495,157
2496,148
2497,157
2498,173
2499,144
2500,124
2501,144
2502,142
2503,129
2504,135
2505,132
2506,135
2507,154
2508,148
2509,140
2510,147
2511,133
2512,146
2513,140
2514,152
2515,145
2516,135
2517,151
2518,152
2519,131
2520,165
2521,145
2522,124
2523,136
2524,147
2525,151
2526,157
2527,142
2528,141
2529,154
2530,138
2531,122
2532,123
2533,152
2534,135
2535,144
2536,169
2537,137
2538,146
2539,138
2540,155
2541,144
2542,151
2543,159
2544,150
2545,148
2546,148
2547,152
2548,138
2549,131
2550,144
2551,151
2552,133
2553,147
2554,140
2555,148
2556,137
2557,152
2558,134
2559,139
2560,134
2561,132
2562,152
2563,144
2564,130
2565,143
2566,137
2567,149
2568,151
2569,152
2570,134
2571,119
2572,147
2573,153
2574,148
2575,144
2576,138
2577,138
2578,128
2579,141
2580,117
2581,134
2582,124
2583,124
2584,118
2585,131
2586,170
2587,145
2588,124
2589,132
2590,131
2591,144
2592,149
2593,135
2594,154
2595,130
2596,118
2597,148
2598,131
2599,136
2600,142
2601,145
2602,142
2603,123
2604,176
2605,139
2606,128
2607,135
2608,121
2609,121
2610,115
2611,150
2612,147
2613,142
2614,137
2615,143
2616,150
2617,166
2618,125
2619,132
2620,125
2621,135
2622,152
2623,133
2624,134
2625,150
2626,146
2627,145
2628,138
2629,138
2630,141
2631,131
2632,129
2633,128
2634,132
2635,141
2636,135
2637,152
2638,122
2639,143
2640,126
2641,112
2642,155
2643,162
2644,135
2645,140
2646,145
2647,143
2648,135
2649,125
2650,117
2651,125
2652,128
2653,120
2654,130
2655,137
2656,152
2657,143
2658,128
2659,136
2660,137
2661,149
2662,152
2663,151
2664,119
2665,133
2666,141
2667,133
2668,136
2669,124
2670,132
2671,138
2672,137
2673,139
2674,117
2675,127
2676,121
2677,148
2678,127
2679,136
2680,125
2681,122
2682,123
2683,140
2684,120
2685,120
2686,123
2687,146
2688,124
2689,117
2690,123
2691,129
2692,109
2693,144
2694,127
2695,146
2696,139
2697,127
2698,123
2699,133
2700,122
2701,116
2702,115
2703,145
2704,137
2705,128
2706,131
2707,123
2708,144
2709,115
2710,111
2711,137
2712,147
2713,105
2714,139
2715,150
2716,141
2717,146
2718,115
2719,115
2720,110
2721,130
2722,114
2723,128
2724,127
2725,135
2726,136
2727,119
2728,146
2729,143
2730,126
2731,116
2732,119
2733,110
2734,125
2735,120
2736,140
2737,167
2738,127
2739,145
2740,109
2741,114
2742,130
2743,140
2744,119
2745,123
2746,115
2747,113
2748,126
2749,122
2750,119
2751,140
2752,112
2753,130
2754,113
2755,114
2756,141
2757,140
2758,134
2759,124
2760,103
2761,138
2762,132
2763,142
2764,117
2765,129
2766,125
2767,125
2768,108
2769,147
2770,124
2771,124
2772,116
2773,132
2774,139
2775,113
2776,130
2777,108
2778,150
2779,140
2780,139
2781,115
2782,105
2783,149
2784,141
2785,126
2786,152
2787,114
2788,116
2789,126
2790,125
2791,141
2792,138
2793,129
2794,131
2795,114
2796,135
2797,127
2798,125
2799,118
2800,126
2801,130
2802,119
2803,145
2804,133
2805,138
2806,120
2807,121
2808,130
2809,132
2810,133
2811,126
2812,109
2813,132
2814,126
2815,134
2816,120
2817,129
2818,131
2819,134
2820,138
2821,100
2822,115
2823,143
2824,104
2825,128
2826,116
2827,121
2828,136
2829,122
2830,119
2831,124
2832,108
2833,128
2834,113
2835,112
2836,135
2837,131
2838,126
2839,113
2840,132
2841,134
2842,129
2843,139
2844,128
2845,135
2846,115
2847,117
2848,132
2849,131
2850,109
2851,101
2852,108
2853,108
2854,125
2855,115
2856,117
2857,134
2858,130
2859,120
2860,123
2861,114
2862,143
2863,110
2864,108
2865,119
2866,113
2867,113
2868,137
2869,111
2870,112
2871,111
2872,120
2873,120
2874,118
2875,116
2876,113
2877,116
2878,111
2879,135
2880,105
2881,124
2882,131
2883,122
2884,128
2885,127
2886,122
2887,138
2888,121
2889,142
2890,110
2891,117
2892,123
2893,117
2894,120
2895,120
2896,126
2897,116
2898,101
2899,124
2900,132
2901,131
2902,131
2903,116
2904,116
2905,116
2906,93
2907,131
2908,120
2909,116
2910,129
2911,108
2912,120
2913,109
2914,124
2915,116
2916,95
2917,103
2918,126
2919,117
2920,111
2921,124
2922,114
2923,134
2924,142
2925,120
2926,116
2927,115
2928,121
2929,108
2930,115
2931,139
2932,130
2933,130
2934,131
2935,139
2936,105
2937,112
2938,151
2939,113
2940,127
2941,108
2942,123
2943,110
2944,116
2945,117
2946,113
2947,119
2948,124
2949,115
2950,93
2951,114
2952,107
2953,115
2954,127
2955,101
2956,95
2957,112
2958,122
2959,136
2960,113
2961,99
2962,124
2963,114
2964,110
2965,116
2966,111
2967,103
2968,125
2969,119
2970,102
2971,104
2972,127
2973,109
2974,108
2975,128
2976,115
2977,111
2978,108
2979,110
2980,133
2981,120
2982,121
2983,125
2984,123
2985,113
2986,117
2987,130
2988,108
2989,103
2990,111
2991,115
2992,114
2993,105
2994,107
2995,124
2996,101
2997,120
2998,120
2999,95
3000,113
